Q47595	12	66789	Alfonso_X_of_Castile	175	0.004545454545454545	4	[1]	[1]	[1]	[1]	[1]
Q5284	3	3747	Bill_Gates	169	0.16818181818181818	4	[1;4;2;3;100;8800;400;50]	[]	[1]	[1]	[1;4;2;3;100]
Q23	2	11968	George_Washington	20	0.21363636363636362	4	[1;2;3;6;4;1000;5;200;12;13;2000;22;4000;100;52]	[]	[]	[1;2]	[1;2;3]
Q7604	1	17902	Leonhard_Euler	180	0.3	4	[2;1;5;3;7;13;12;80;18;60]	[]	[2]	[2;1]	[2;1;5]
Q201732	2	39345	Robert_Graves	181	0.21363636363636362	4	[1;16;2;3;140]	[]	[]	[1]	[1;16;2;3;140]
Q2643	1	12731	George_Harrison	168	0.3	4	[1;2;3;4;9;10;8;12;100;5;11;15;20;25;33;40;58]	[]	[1]	[1;2]	[1;2]
Q39931	4	24546	Pierre-Auguste_Renoir	110	0.10909090909090909	4	[1;2;87]	[1]	[1]	[1]	[1;2;87]
Q22670	2	63742	Friedrich_Schiller	11	0.21363636363636362	4	[2;1]	[2]	[2;1]	[2;1]	[2;1]
Q39829	3	26954	Stephen_King	132	0.16818181818181818	4	[1;3;2;5;4;10000;9]	[]	[1]	[1]	[1;3]
Q47551	3	154239	Titian	149	0.16818181818181818	4	[1;2;3]	[]	[1;2]	[1;2]	[1;2;3]
Q40640	1	26181	Ray_Bradbury	128	0.3	4	[451;1;2;4;3;27;5;6;12;13;14;16;17;35]	[]	[]	[451]	[451;1]
Q40096	2	154698	Will_Smith	178	0.21363636363636362	4	[2;3;1;40;5;6;8]	[]	[]	[2;3]	[2;3;1;40]
Q742	1	52201	Jean_Racine	54	0.3	4	[1;2;3;5]	[1]	[1]	[1;2]	[1;2;3]
Q301	1	140639	El_Greco	173	0.3	4	[1;3;2;4;70;22;26]	[]	[1]	[1;3]	[1;3;2]
